molecula|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PPSA3|FNSA4|WNSA5|RPCS|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|pIC50
6c_a31|0|0|7.78113851|1|1|0.6101347220000001|0|0.038901235|0.137523742|-0.790027307|-0.009477764|-0.00219333|10.31169965|-0.107687565|2|2|-0.00668344|-0.009333123|-0.582545668|0|0.790900932|-0.078059285|-0.172780048|0|0.641197273|-0.120905075|-0.126324613|-76.54198229|20.09112958|-0.044739967|-50.62888027|105.7632176|-48.45681657|93.4208388|-28.32375523|96.63311186|0.4463376229999999|405.9259734|-1359.540251|2357.829685|-17.93106176|14.63492011|0.8061548709999999|6283.091868|-860.6909647|37.00884624|-335.9398876|597.3075924999999|1.0|1.0|1.0|1.0|2.0|3.13|22.0|-7.72|1.58|2.0|114.5|1.0|-6.09|30.0|418.47|0.0|1.0|3.64|-4.94|1.15e-05|0.0048|3.64|0.0|0.0|1.89e-08|7.9e-06|3.2974|5.08|-1691.984862|-1691.948653|667.01|1125.85|376.01|376.01|524.56|0.7014699999999999|0.7014699999999999|0.5028|5.9253|-1691.794585|8.8847|6.4685
3c_a49|0|1|7.535296702|1|1|1.343850149|2|0.036335697|-0.04696024|-0.248722888|0.006218639|-0.05815918|10.92976555|0.0127926339999999|1|1|0.006470561|-0.101919761|-0.384874446|2|0.802792677|0.005559828|0.0211518929999999|1|0.7963363840000001|-0.071786669|-0.074135885|-41.0524769|8.477406111|-0.0252377479999999|-24.24485565|77.29181095|-23.47658531|54.85343388|-14.4326528|49.52988301|0.4791465279999999|455.3990518|-678.3346816000001|1667.1178220000002|-8.253567879|12.60874968|0.919925763|5544.351498|-387.9176903|22.64931248|-156.9462939|542.7276591|1.0|1.0|1.0|1.0|1.0|2.67|21.0|-7.54|1.84|1.0|109.43|1.0|-3.45|28.0|369.42|0.0|1.0|2.86|-3.86|0.000137|0.0505|2.29|0.0|0.0|2.89e-08|1.07e-05|5.1584|3.99|-1198.668772|-1198.634822|613.33|1046.53|322.71|240.36|456.22|0.32539|0.6692100000000001|0.0729|3.6122|-1198.484646|3.7789|7.0605
16d_a32|1|0|7.765993078999999|0|0|0.609420775|0|0.0421759259999999|0.0115077539999999|-0.7589895790000001|-0.00839148|-0.134892903|10.31100273|-0.0517549079999999|3|3|-0.005427254|-0.239509216|-0.68301199|0|0.8575664540000001|0.107238939|-0.0847953219999999|1|0.7554930740000001|-0.091212351|-0.11491796|-53.23914436|18.67986534|-0.036437402|-39.15098916|48.61700321|-31.07481011|86.50964771|-21.26791022|71.91900971|0.4429631189999999|440.9688416|-871.9843187999999|3152.666302|-12.41372827|11.16880283|0.79521327|5768.495166|-508.962859|34.53986301|-135.1223777|457.7130665|0.0|1.0|1.0|1.0|2.0|3.01|19.0|-6.59|0.65|1.0|102.33|1.0|-5.65|26.0|385.46|1.0|1.0|3.12|-4.18|6.659999999999999e-05|0.0257|2.86|0.0|0.0|2.55e-07|9.84e-05|3.6271|3.78|-1877.360551|-1877.332369|621.59|1023.44|341.83|341.83|489.97|0.70217|0.70217|0.2915|3.2048|-1877.241687|3.8853|8.1135
3k_a32|1|0|7.97831097|0|1|0.609420759|0|0.0381981979999999|-0.047167919|-0.270019022|0.001221534|-0.0902541999999999|10.31100271|-0.077097565|3|3|0.002509816|-0.090775221|-0.5265375529999999|0|0.779649252|-0.127713677|-0.129124455|1|0.8777482409999999|-0.0711378679999999|-0.090839907|-40.10830541|6.970844822|-0.029575784|-28.87643819|0.0|-22.61349991|58.16707081|-16.67514938|47.07915023|0.472646737|494.8840288|-717.0314235000001|1970.06814|-9.40163104|11.6688363|0.89626209|5259.698672|-404.2701347|21.36272325|-316.3794102|506.658189|1.0|1.0|1.0|1.0|1.0|3.48|19.0|-7.23|2.41|2.0|105.36|1.0|-7.04|25.0|366.5|0.0|1.0|4.75|-5.61|2.47e-06|0.000904|4.97|0.0|0.0|5.86e-08|2.15e-05|3.5363|3.81|-1750.164914|-1750.1383649999998|611.65|1022.89|350.6|350.6|452.36|0.70268|0.70268|0.3082|3.2233|-1750.0122420000002|5689.0|8.0605
15a_a50|1|2|7.934155233999999|1|1|1.3530592819999998|1|0.035694444|-0.0446629609999999|-0.234757789|0.005366038|-0.15010386|10.94500663|-0.125205943|2|2|0.005828749|-0.209259615|-0.325638639|1|0.821868651|-0.051676609|-0.207610131|1|0.837789896|-0.0783960279999999|-0.084501726|-46.91098865|10.77967103|-0.029316925|-30.25705388|0.0|-28.07082095|61.78266878|-17.54280159|57.69065967|0.4476230879999999|501.3207109|-859.5972780999999|1754.903963|-10.49734522|14.65582885|0.8103580690000001|5401.219537|-514.369916|24.86892274|-245.8291419|569.5267957000001|1.0|1.0|1.0|1.0|1.0|2.63|20.0|-6.09|1.87|1.0|110.43|1.0|-3.6|28.0|371.44|0.0|1.0|2.76|-3.92|0.0001189999999999|0.0444|2.51|0.0|0.0|8.070000000000001e-07|0.0003|4.0408|2.66|-1199.818129|-1199.784983|644.4|1091.64|306.83|306.83|519.38|0.66132|0.66132|0.1767|6.6307|-1199.629702|9.0948|7.3872
18c_a22|0|1|6.842683282|0|0|1.194229067|2|0.038137255|-0.044828537|-0.213698903|0.005449965|0.009519672|10.31286086|0.006275578|1|1|0.005597023|-0.143402172|-0.305378181|2|0.7669483559999999|-0.032031791|0.010828071|1|0.931073539|-0.057956428|-0.076388478|-40.094865000000006|13.72808419|-0.028825841|-36.55965924|15.22791009|-27.73804808|67.73280290000001|-19.94201893|53.82294919|0.4777430589999999|644.1264387|-1056.927003|2574.178324|-13.79609783|14.04085897|0.914766316|7101.057047|-731.1931848999999|29.21094233|-252.7737494|779.8043336000001|1.0|1.0|1.0|1.0|1.0|3.3|27.0|-9.46|1.47|1.0|136.36|1.0|-5.8|34.0|461.54|0.0|1.0|3.72|-5.1|7.98e-06|0.0036799999999999|3.5|0.0|0.0|3.4299999999999995e-10|1.58e-07|5655.0|3.5|-1783.562578|-1783.5397829999995|707.08|1249.84|333.1|219.25|583.88|0.4609|0.60449|0.0817|1.2938|-1783.340519|1.0733|7585.0
12t_a36|0|0|7.412764017000001|2|2|1.297042607|2|0.041767677|0.035510516|-0.404180985|0.003676818|-0.030990165|10.95395385|-0.0288761339999999|1|1|0.0045625|-0.169994208|-0.436022708|1|0.829598864|-0.009662203|-0.050788309|0|0.8337556420000001|-0.0735262|-0.100615514|-48.97252784|11.7409283|-0.035934112|-44.63604995|0.417511887|-32.61842026|77.32343502|-23.93411213|60.71345614|0.48189543|555.3275093999999|-1340.3102789999998|2320.375227|-15.94144641|15.36435856|0.930112292|5936.009091|-892.7209991000001|30.56063281|-377.2113003|729.1873176|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-7.36|2.45|1.0|133.52|1.0|-4.61|31.0|409.49|0.0|0.0|2.4|-4.57|2.6600000000000003e-05|0.0109|3.47|0.0|0.0|4.38e-08|1.7899999999999998e-05|3.8844|3.87|-1311.585049|-1311.552739|713.6|1208.04|337.89|319.18|562.72|0.69297|0.70313|0.0155|5.9081|-1311.349439|7.9104|8.0969
8c_a31|0|0|7.765993078999999|1|1|0.610137334|0|0.03995098|-0.106461724|-0.574140137|-0.0080009219999999|-0.1903992189999999|10.31169969|-0.1029580369999999|2|2|-0.004832959|-0.09039853|-0.513257014|0|0.847752299|0.006000201|-0.1759864119999999|0|0.626072761|-0.1170607269999999|-0.128067781|-64.57121646|16.3656112|-0.039640027|-38.96685783|477.2277896000001|-35.61776956|82.77037329|-21.86561502|80.93682766|0.47508938|345.3445134|-918.3558307|1678.6836239999998|-12.06117028|12.99457133|0.90508624|4835.748065|-506.5691518|30.23944586|-246.1066271|423.1367008|1.0|1.0|1.0|1.0|2.0|2.9|16.0|-6.13|0.85|0.0|93.45|1.0|-4.42|24.0|342.42|0.0|1.0|2.83|-3.63|0.000237|0.0811|2.38|0.0|0.0|7.45e-07|0.0002549999999999|3.8492|1.83|-1426.166503|-1426.129055|595.67|981.89|322.11|322.11|475.72|0.7005|0.7005|0.2597|3.3453|-1426.024361|5.1815|6.0915
19c_a38|0|0|7.412764017000001|2|2|1.297043851|2|0.04508642|0.02192428|-0.449745181|-0.004442319|-0.0725602509999999|10.95429182|-0.0431896509999999|1|1|-0.002443797|-0.20848518|-0.434836855|1|0.846765471|0.073931688|-0.071918235|0|0.7591916240000001|-0.0918007669999999|-0.108301657|-57.79749770000001|15.30924906|-0.038224114|-42.92996714|4.848162625|-36.38913762|82.74311399|-24.06579196|73.10674676|0.477803802|477.9848537|-1227.35539|2660.812979|-15.15175311|13.36189552|0.914989047|6618.350708|-772.7394084|33.48483537|-275.39483110000003|640.025745|0.0|1.0|1.0|1.0|3.0|3.0|17.0|-6.92|1.76|1.0|130.41|1.0|-4.35|32.0|426.45|0.0|0.0|2.57|-4.12|7.55e-05|0.0322|2.5|0.0|0.0|1.2099999999999998e-07|5.14e-05|5.8832|3.23|-1424.42734|-1424.3899310000002|652.09|1138.6|323.53|210.74|517.28|0.2597|0.6279899999999999|0.1417|2495.0|-1424.247603|3.2846|8.0348
1c_a5|0|0|6.605297921|0|0|1.424607938|2|0.0248765429999999|-0.080321049|-0.085301064|0.008031558|-0.228971551|10.9433337|-0.058823529|1|1|0.007357977|0.0578378779999999|-0.20172074|2|0.7595197290000001|0.128385959|-0.109439124|0|0.88631419|-0.068062282|-0.070346332|-34.82350689|4.27195187|-0.0281385329999999|-18.41507338|0.0|-17.81716094|43.86175561|-14.3968489|39.09545876|0.476413155|453.4753671|-575.8739559999999|873.709445|-7.366029352999999|11.580409800000002|0.909902834|4387.398857|-294.64117410000006|19.11862892|-258.918642|409.0289917|1.0|0.0|1.0|1.0|1.0|2.09|23.0|-8.41|2.13|0.0|95.45|1.0|-4.25|24.0|312.37|0.0|1.0|3.43|-4.45|3.5600000000000005e-05|0.0111|3.43|0.0|0.0|3.87e-09|1.21e-06|4.8783|3.17|-990.6223073|-990.5931502|556.84|929.31|274.99|254.15|410.52|0.4444899999999999|0.53838|0.1076|1.7105|-990.516371|2.6801|5.4
12az_a36|0|0|7.412764017000001|2|2|1.297042831|2|0.040566449|0.078817323|-0.593399474|0.000482522|-0.024018255|10.95957115|-0.012800556|1|1|0.002872872|-0.289604649|-0.387734368|1|0.812921349|-0.061924322|-0.021825174|0|0.819163613|-0.071762413|-0.10786263|-50.28669997|24.36575918|-0.033474609|-52.96429617|8.104966044|-35.23783652|99.82512582|-23.45695404|74.65245915|0.462897841|574.0196415|-1360.503334|2455.7577530000003|-16.43719536|15.73229538|0.861843195|6700.839465|-953.3573311|40.17530387|-117.53490990000002|766.4854363|0.0|0.0|1.0|1.0|2.0|0.0|17.0|-6.79|1.42|1.0|136.74|1.0|-4.11|33.0|441.49|0.0|0.0|1.75|-4.15|7.13e-05|0.0315|2.62|0.0|0.0|1.6100000000000005e-07|7.11e-05|3.8863|2.68|-1461.990465|-1461.962459|737.12|1252.18|343.5|319.03|576.54|0.69385|0.70333|0.0146|6.3778|-1461.750394|7.821000000000001|7.2366
SB431542_a8|0|1|7.535296702|1|1|1.401734117|1|0.041909722|0.096884952|-0.721718925|-0.0075336219999999|-0.029382296|10.94951956|-0.0453332859999999|1|1|-0.005306541|0.089375589|-0.494976661|1|0.762577159|0.229470029|-0.072891515|0|0.5653298489999999|-0.128342313|-0.124595991|-76.82006387|20.78806656|-0.048754953|-44.6389196|89.26670319|-45.98111161|89.64885355|-29.18257067|97.60813043|0.476091179|338.38158389999995|-1342.398251|1947.072021|-17.46740332|14.04829994|0.908729075|6203.505123|-803.5005528|38.35632812|-312.2404091|529.053307|0.0|1.0|1.0|0.0|2.0|2.75|23.0|-6.76|1.9|1.0|109.21|1.0|-4.4|30.0|400.39|0.0|0.0|2.58|-4.14|7.28e-05|0.0292|2.4|0.0|0.0|1.74e-07|6.96e-05||||||||||||||||4.1019
13a_a30|0|0|7.412764017000001|2|2|0.604984129|2|0.042560386|-0.036541822|-0.627166322|-0.003436924|0.0317047379999999|10.31162842|-0.0351777|1|1|-0.002215642|0.006103754|-0.5640209589999999|1|0.8303425640000001|0.019603815|-0.058608635|0|0.6963945559999999|-0.109682335|-0.113507021|-74.02777574|12.53013554|-0.042832838|-51.70573895|102.6479456|-49.96348386|88.22659517|-28.90911938|86.55791128|0.4661332179999999|470.0167988|-1532.183327|2520.165025|-19.5115996|15.1104742|0.873126469|6675.344631|-1034.114779|36.14261279|-404.771677|713.7769663|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-6.19|2.06|1.0|135.37|1.0|-5.01|32.0|441.51|0.0|0.0|1.91|-4.3|5e-05|0.0221|2.74|0.0|0.0|6.520000000000001e-07|0.000288|5.0535|4.54|-1744.491614|-1744.4457100000002|721.66|1211.54|351.35|245.34|541.59|0.26119|0.6845600000000001|0.1603|0.7158|-1744.281248|1.4855|7.8665
14x_a23|1|2|7.423568444|0|0|1.197963189|2|0.04314059|0.05740118|-0.335030301|0.003379755|-0.075184011|10.31321817|-0.0229244|2|2|0.003906274|-0.206574435|-0.443633823|2|0.802520527|-0.035031888|-0.035965909|1|0.7768288609999999|-0.0708831479999999|-0.084244058|-46.97594633|14.64350681|-0.034056109|-37.00022522|87.28077098|-31.13207597|70.40248829|-22.56979253|61.61945314|0.468120981|514.8229467|-1060.780249|2382.851643|-14.95753786|14.62325432|0.880126802|6989.569075|-703.0042792|31.25095356|-294.5294492|597.2903597999999|0.0|1.0|1.0|0.0|1.0|3.42|26.0|-7.93|3.78|2.0|120.2|1.0|-5.68|32.0|447.46|0.0|0.0|4.06|-5.27|5.41e-06|0.00242|3.78|0.0|0.0|1.17e-08|5.23e-06|4.0641|3.97|-1828.393372|-1828.371718|675.21|1149.42|335.63|305.07|537.48|0.6757|0.62836|0.3057|5.7933|-1828.228912|8.1916|8.4949
4i_a46|0|1|7.825245291|1|1|1.1346370959999998|1|0.049498645|-0.088884176|-0.127450387|0.012211602|-0.160741899|10.94638684|-0.125773054|1|1|0.011931187|-0.091288438|-0.22302552|1|0.749522825|-0.0656636|-0.17856753|0|0.940780437|-0.058565229|-0.075208437|-33.08099617|8.847405392999999|-0.025069479|-23.99628633|70.55661087|-18.68604171|49.04951810000001|-14.16067794|41.92840157|0.406629719|531.4066842|-722.1945751000001|2253.484644|-7.998762108999999|10.47951666|0.685288314|4893.587424|-407.9368676|18.53900079|-298.0546045|579.2365607|0.0|1.0|1.0|1.0|0.0|3.5|17.0|-7.3|3.06|1.0|105.43|1.0|-4.94|26.0|347.45|0.0|1.0|4.16|-5.04|9.13e-06|0.00317|4.38|0.0|0.0|5.04e-08|1.75e-05|5.3987|4.46|-1092.730494|-1092.70435|611.74|1058.5|280.31|229.66|546.24|0.41877|0.69035|0.1421|2.8538|-1092.528145|3.8696|6.2132
12bg_a36|0|0|7.412764017000001|2|2|1.29692796|2|0.044197531|0.057879142|-0.414822602|-0.001012333|-0.060117593|10.95885259|-0.0206090089999999|1|1|-0.00097037|-0.1716508239999999|-0.4459167329999999|1|0.836170906|-0.023460562|-0.033696875|0|0.840610352|-0.075439837|-0.102664465|-51.74990566|13.44952052|-0.036959207|-48.31008346|14.85588272|-35.49918495|83.78068847|-25.35312333|65.19942617|0.46245521|576.6383913|-1267.656166|2915.548359|-17.39163005|14.04434294|0.860310096|6753.439903|-869.5815023|33.900544700000005|-340.0625449|661.6709012|0.0|1.0|1.0|0.0|2.0|0.0|17.0|-7.76|2.99|2.0|133.77|1.0|-5.08|31.0|450.32|0.0|1.0|2.82|-5.18|6.55e-06|0.00295|3.93|0.0|0.0|1.74e-08|7.83e-06|3.8944|4.42|-2152.13793|-2152.104584|703.94|1186.75|318.36|318.36|554.7|0.69395|0.69395|0.4409|6.6844|-2151.975577|9.3601|7.8239
12z_a30|0|0|7.412764017000001|2|2|0.604983642|2|0.040566449|0.034848862|-0.537984876|0.003529389|0.018796341|10.31162784|-0.045463448|1|1|0.005111479|-0.207153446|-0.39205163|1|0.809127478|-0.02232319|-0.077335468|0|0.832920077|-0.071429418|-0.107776943|-49.68145417|21.47520633|-0.034034824|-52.13870496|0.0|-34.55504699|95.20867045|-23.67231332|71.1566605|0.48740649|579.3226647000001|-1349.321859|2435.831516|-16.464854199999998|15.74641625|0.950863559|7074.004131999999|-938.4966892|37.52507564|-182.00664430000003|792.3440337000001|0.0|1.0|1.0|1.0|1.0|0.0|17.0|-6.83|2.2|2.0|140.26|1.0|-5.61|33.0|458.54|0.0|0.0|2.52|-5.0|9.94e-06|0.00456|3.81|0.0|0.0|1.47e-07|6.720000000000001e-05|4.8063|3.34|-1804.814868|-1804.785911|739.33|1266.9|360.02|257.96|580.6|0.5513100000000001|0.6853199999999999|0.1441|7.0446|-1804.581882|7.2113|7.3615
4d_a49|0|1|7.535296702|1|1|1.343847746|2|0.036555556|-0.090862681|-0.343596561|0.000607064|-0.053327669|10.92777282|0.013451218|1|1|0.001356445|0.000850823|-0.417231241|2|0.783870915|-0.008564167|0.023137464|1|0.752634646|-0.089942837|-0.085966608|-55.40321178|8.392883773|-0.0281044679999999|-32.61868996|57.16412513|-34.12740785|66.51766234|-17.31186002|63.79609555|0.470013152|463.6097566000001|-900.2167208999999|1640.195062|-10.66380249|15.09148245|0.8868392740000001|5915.214567|-554.5177292999999|26.44129877|-190.6195379|641.1445234|1.0|1.0|1.0|1.0|2.0|2.68|21.0|-7.58|1.25|1.0|115.63|1.0|-3.13|30.0|398.46|0.0|1.0|2.27|-3.35|0.0004509999999999|0.18|1.45|0.0|0.0|2.64e-08|1.05e-05|5.7447|2.99|-1293.333712|-1293.29417|668.09|1144.04|325.87|215.82|495.7|0.40593|0.6782100000000001|0.0879|4.3005|-1293.107454|5.5765|7.7447
3p_a32|1|0|8.02059915|1|1|0.609420752|0|0.036666667|-0.050639647|-0.419292538|-0.000971341|-0.111150118|10.31100269|-0.074544773|3|3|0.000920756|-0.26891009|-0.53666614|0|0.8599558070000001|0.058054833|-0.120768771|1|0.8195708759999999|-0.070907174|-0.098773656|-41.73212799|12.5150622|-0.029183126|-34.21384146|57.82331968|-24.56127372|73.07639870000001|-17.1756096|54.24719019|0.416240891|482.3550967|-755.7268222|3037.061498|-10.10863498|10.69458635|0.713035367|5960.446219|-444.779939|27.70403125|-141.21321609999998|530.5658569|0.0|1.0|1.0|1.0|1.0|2.6|19.0|-6.79|1.1|1.0|112.37|1.0|-5.11|27.0|395.5|0.0|1.0|3.23|-4.25|5.629999999999999e-05|0.0222|2.7|0.0|0.0|1.62e-07|6.4e-05|3.6436|4.26|-1879.554272|-1879.527843|626.32|1057.58|340.28|340.28|471.04|0.7017100000000001|0.7017100000000001|0.3083|4.3094|-1879.406962|5.4496|7585.0
18_a31|0|0|7.401841579|0|0|0.610137226|0|0.0427124179999999|-0.051184519|-0.640807491|-0.009923585|-0.001973566|10.31169929|-0.096301845|2|2|-0.007811355|-0.107017926|-0.604728055|0|0.8595579409999999|0.022160691|-0.1647054359999999|0|0.72588713|-0.11789212|-0.129469649|-69.19879619|8.49194438|-0.040279446|-44.60622732|0.0|-40.61741697|85.81723707|-23.64270989|77.69074057|0.4492048839999999|426.0718665|-1063.9219449999998|1935.374782|-13.87749294|12.84812443|0.8155571290000001|4856.251645|-624.4871824|30.40953623|-325.73954460000004|477.1857166|1.0|1.0|1.0|1.0|3.0|2.85|16.0|-6.54|0.75|1.0|99.32|1.0|-4.62|25.0|356.44|0.0|1.0|2.89|-3.62|0.000241|86.0|2.47|0.0|0.0|2.9e-07|0.000104|5.0092|4.81|-1465.528656|-1465.4803960000002|630.26|1041.21|317.05|247.51|541.33|0.51842|0.70058|0.2457|3.0607|-1465.359325|4.6746|6.8861
26_a20|0|1|6.842683282|0|0|1.4165417530000002|2|0.0396875|0.1516835819999999|-0.3297182369999999|0.003085806|-0.054222344|10.93106273|-0.033102079|1|1|0.003149352|0.057022334|-0.446730587|2|0.7541508029999999|-0.070815554|-0.055150498|1|0.79337253|-0.0862808009999999|-0.082729415|-58.21621279|8.604974082|-0.0327795789999999|-37.66339899|80.47551422|-39.28020352|65.85953426|-22.11735334|66.82118688|0.472355054|535.3119506|-1172.219727|2534.075607|-14.92323356|14.40103379|0.8952138340000001|6221.067002000001|-790.9313788|28.17896678|-384.4457279|712.1606951|1.0|1.0|1.0|1.0|1.0|3.07|27.0|-9.18|2.47|2.0|125.0|1.0|-5.14|32.0|419.48|0.0|1.0|3.66|-5.02|9.51e-06|0.00399|3.63|0.0|0.0|6.64e-10|2.780000000000001e-07|4.8421|4.97|-1352.315376|-1352.277633|715.27|1211.34|318.77|256.05|543.96|0.50878|0.68167|0.0814|3.8173|-1352.098465|4.8742|6.8827
1_a3|0|0|6.823286122000001|1|1|0.6195934120000001|2|0.034166667|-0.004409693|-0.248199745|-0.006610844|0.038572075|10.33805862|0.032569462|0|0|-0.005006707|0.08803837|-0.486774367|2|0.7905285390000001|-0.126299711|0.057919092|1|0.7762512779999999|-0.098872259|-0.0925710269999999|-45.44133321|3.693677623|-0.034105115|-19.55367089|0.0|-20.88467272|49.05980305|-15.67458788|49.13501083|0.4490711529999999|356.76228530000003|-595.6343396000001|1162.737831|-7.203984013|9.046658216|0.8151164259999999|4510.611026|-273.7513925|19.78900457|-268.4830832|373.1494221|1.0|0.0|1.0|1.0|1.0|0.0|16.0|-5.77|1.52|0.0|91.52|2.0|-3.07|22.0|306.38|0.0|0.0|1.5|-3.3|0.000503|154.0|1.83|0.0|0.0|1.69e-06|0.000518|5.8805|2.08|-1273.316428|-1273.290432|496.09|845.2|320.83|210.84|316.61|0.30619|0.68912|0.0096|2.2332|-1273.22339|3.4319|6.1403
13f_a6|0|0|6.842683282|0|0|1.429020649|2|45.0|0.04505613|-0.381170169|-0.003356527|-0.071478789|10.95053349|-0.049928822|1|1|-0.001446486|-0.223618825|-0.466314952|2|0.77199166|-0.028317736|-0.088948538|1|0.863222493|-0.073352505|-0.092939631|-49.2635105|12.46087045|-0.032802223|-41.92004677|0.0|-33.08535238|75.61173794|-22.02995852|61.72438096|0.401838426|579.7398537|-1123.527884|3253.287533|-14.79531062|15.13042752|0.6717890999999999|6128.208571|-754.5608419|30.56694343|-296.4599736|676.2770877|1.0|1.0|1.0|1.0|2.0|2.21|27.0|-10.18|0.92|1.0|123.82|0.0|-5.11|32.0|417.47|0.0|1.0|3.19|-4.78|1.65e-05|0.00688|3.27|0.0|0.0|6.59e-11|2.75e-08|4.8413|3.36|-1347.301285|-1347.266914|711.29|1202.78|394.98|256.1|568.41|0.49643|0.70541|0.0048|10.8469|-1347.0794119999998|13.9612|7.3768
3_a20 (SB-525334)|0|0|6.880384082000001|0|0|1.183765089|2|0.0526353279999999|0.001821898|-0.274640708|0.001924142|-0.175513234|10.95053359|-0.119584218|1|1|0.0033523629999999|-0.277724429|-0.500412918|2|0.7186587|0.087932573|-0.17447922|1|0.8756647679999999|-0.061128029|-0.0917096759999999|-34.52869143|6.965173618|-0.029269046|-29.26136697|0.0|-19.50382741|58.45718743|-16.53287135|41.49386505|0.457398769|494.6267525|-777.0449536|1782.992456|-9.33873414|10.9543133|0.8429740729999999|4905.195832|-438.9205046|21.06338405|-321.8682802|520.6749407|1.0|1.0|1.0|1.0|1.0|2.82|21.0|-8.39|1.69|1.0|104.59|1.0|-4.85|26.0|343.42|0.0|1.0|3.63|-4.73|1.88e-05|0.00647|3.74|0.0|0.0|4.07e-09|1.4e-06|4.9821|3.9|-1086.585811|-1086.56485|605.71|1030.31|390.77|248.86|498.74|0.49443|0.70168|0.1171|3.7291|-1086.383308|4.8164|6.7905
12bd_a36|0|0|7.412764017000001|2|2|1.297043358|2|0.04625323|0.025649557|-0.4017244129999999|0.003676818|-0.030990165|10.94639828|-0.0288761339999999|1|1|0.0045625|-0.169994208|-0.436345273|1|0.78699829|-0.011529973|-0.047786573|0|0.832478093|-0.071083327|-0.099460046|-46.92083391|11.7156452|-0.035521445|-43.33557909|0.0|-30.9716039|75.7932235|-23.44707102|58.63647911|0.475272043|549.5039111000001|-1313.035977|2403.371086|-15.47699253|15.34283166|0.905749421|5957.939097|-866.7115819|29.96655829|-372.868829|729.1873176|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-7.34|2.45|1.0|133.68|1.0|-4.54|31.0|409.49|0.0|1.0|2.42|-4.6|2.5e-05|0.0102|3.41|0.0|0.0|4.55e-08|1.86e-05|3.8786|3.79|-1311.591775|-1311.560669|706.26|1200.23|349.84|319.66|568.94|0.69411|0.7044100000000001|0.0058|5.7533|-1311.352257|7.6908|7.7696
15_a10|0|1|7.535296702|1|1|1.277647202|2|0.0353864729999999|-0.0729795729999999|-0.142251304|0.009882584|-0.055918786|10.92966702|-0.05940848|1|1|0.009514122|-0.136323668|-0.208590561|2|0.808676284|-0.079744227|-0.105662909|1|0.915526801|-0.059234364|-0.074144604|-35.30133759|11.09373722|-0.025240716|-26.33385303|108.7226878|-21.03820054|56.66229609|-15.04246823|46.39507481|0.434181679|545.6177511|-706.9960069|2288.954984|-8.964715924|11.23924661|0.767351752|5769.347123|-421.3416484|23.27068984|-174.5122907|563.875765|1.0|1.0|1.0|1.0|0.0|3.31|21.0|-8.3|2.53|2.0|111.21|1.0|-4.48|28.0|390.87|0.0|1.0|3.83|-4.81|1.56e-05|0.0061|3.68|0.0|0.0|5.01e-09|1.96e-06|5.7922|3.12|-1604.08794|-1604.057542|641.98|1086.19|326.3|214.05|484.05|0.41458|0.68543|0.1647|4.5192|-1603.907391|6.1563|7.4815
