molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|GRAVp|PNSA2|WNSA4|FPSA1|GeomDiameter|WNSA2|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
4o_a46|0|0|0|0.0|1|7.825245291|1|1|1.13463699|-0.24479566|-0.000627744|5.587248657999999|0.042766097|1|0.043320988|-0.2363624889999999|-0.032014955|0.010870588|10.93828256|1|-0.376106593|-0.018058762|-0.096073163|1|0.626333846|-0.09492635|0.8176134690000001|0.6418406720000001|0|0.950732618|-0.0648126359999999|-0.06570509|-35.54402423|-36.03345669|5.332434441|5.821925821000001|0.049267382|27.01882145|31.19780621|0.7510206490000001|-1.051281434|42.00638612|-12.01115223|2195.436986|-576.535307|-6.587059484|0.248979351|10.25486577|-316.1788552|15.99310518|0.0108913189999999|767.6690487000001|5.972929428|1.0|0.0|1.0|1.0|1.0|0.0|3.73|3.12|0.32|17.0|-7.26|54.5|2.72|1.0|103.66|2.0|-4.91|-5.51|342.44|3.92|1.23e-05|0.0045899999999999|4.06|0.0|5.5e-08|1.88e-05|4.3255|3.76|4.3255|-1070.428722|581.59|1022.29|286.64|0.6843|0.6843|0.1598|-0.18282|0.02815574|-1070.276387|162.0|6.7905
12a_a40|0|0|0|0.0|1|7.515889085|0|0|0.604990853|0.021610099|-0.00431394|5.4161004020000005|-0.012791297|0|0.036587302|0.17758258|-0.14667395|0.01039129|10.31197265|2|0.298197213|0.018655637|-0.4764003679999999|0|0.58630452|-0.375724138|0.7867243829999999|0.525051106|1|0.940879765|-0.064340227|-0.074840643|-32.81611621|-38.17175304|6.001293955|107.5277007|0.059120235|30.15370934|49.24750281|0.85136964|-1.047769006|43.65970865|-17.23885621|2185.594734|-534.4045424999999|-8.792513441|0.14863036|14.43505064|-272.5679167|20.24838026|0.010759845|627.699788|5.487955617999999|1.0|0.0|1.0|0.0|0.0|0.0|3.2|3.39|0.0|20.0|-7.21|58.43|4.34|1.0|91.76|2.0|-6.41|-4.56|346.23|4.78|3.86e-07|0.00039|5.43|1.0|6.15e-08|2.13e-05|3.0966|5.01|3.0966|-2097.8163050000003|530.55|875.15|400.39|0.6998800000000001|0.6998800000000001|0.3701|-0.12895|0.0104658999999999|-2097.779499|1778.0|5.7501
10_a4|0|0|0|0.0|1|7.535296702|1|1|1.343863662|-0.180140166|-0.002959121|5.4161004020000005|0.005483539|2|0.038699764|0.00941601|-0.159792527|0.01107733|10.92992762|1|0.014917047|-0.083887216|-0.241683916|2|0.6990620390000001|-0.150288496|0.861225169|0.6799081490000001|1|0.921653019|-0.051015897|-0.079432495|-29.52653193|-45.97324097|8.440134933|39.48408698|0.078346981|45.34497624|64.26218096|0.744529685|-1.350352423|54.09964719|-15.63090193|2480.063587|-781.5450965|-9.046715915|0.255470315|11.20225306|-452.3357957|20.99433004|0.014040792|1049.716502|8.126406226|1.0|1.0|1.0|1.0|1.0|0.0|3.46|3.38|0.26|21.0|-8.07|52.83|2.53|2.0|111.38|4.0|-4.66|-5.83|370.45|3.9|2.21e-05|0.00519|3.85|0.0|8.51e-09|3.15e-06|4.9674|3.34|3.6465|-1183.790554|619.99|1083.65|249.6|0.4662|0.7038399999999999|0.0176|-0.15561|0.02232068|-1183.602045|88.0|7.0555
12w_a30|0|0|0|0.0|0|7.412764017000001|2|2|0.604983445|0.063514061|-0.007019432|5.351858133|-0.0316452179999999|2|0.044197531|-0.0999572419999999|-0.372029919|0.002431329|10.31162873|1|-0.173643543|-0.0493878409999999|-0.477636454|1|0.8149999040000001|-0.080971844|0.889479916|0.711738503|0|0.8522163970000001|-0.076611264|-0.096032733|-52.53307388|-65.85056003|10.59162334|82.06520565|0.147783603|101.3366249|0.0|0.8077976990000001|-1.824621925|75.77366969|-25.53389062|2999.810425|-1251.160641|-17.50883211|0.192202301|14.70077638|-857.9327732|31.60926388|0.014471302|1548.85393|9.923109661|1.0|0.0|1.0|1.0|0.0|1.0|4.63|0.0|0.14|17.0|-7.8|81.65|3.79|2.0|137.3|5.0|-6.58|-5.52|467.37|3.59|2.64e-07|0.0004269999999999|5.12|0.0|1.58e-08|7.39e-06|5.0632|5.08|3.5585|-2494.932002|716.83|1211.28|244.87|0.31353|0.68423|0.1614|-0.15073|0.0345723|-2494.807027|15.0|7821.0
12h_a40|0|0|0|0.0|1|7.515889085|0|0|0.60499064|0.104392974|-0.008044548|5.4161004020000005|-0.107711573|0|0.041915709|0.208938531|-0.289603712|-0.000134504|10.31197256|2|0.367928263|0.127299624|-0.556229094|0|0.809398262|-0.335801908|0.845904643|0.6948809659999999|1|0.839481749|-0.0954337969999999|-0.091448888|-50.45378559|-48.34705035|6.193088525|208.6717565|0.160518251|84.86252967|59.68939644|0.844008584|-1.280284432|54.9311782|-20.51086984|2270.834041|-676.8587047999999|-10.84365353|0.155991416|15.84593062|-357.8405665|24.30173133|0.012453938|801.957134|6.584127851|1.0|0.0|1.0|1.0|1.0|1.0|3.19|3.0|0.0|20.0|-6.84|84.45|3.76|2.0|96.16|2.0|-6.25|-5.13|361.25|4.22|5.58e-07|0.000942|4.75|0.0|1.44e-07|5.2e-05|4.1508|4.14|2.6436|-2153.186757|548.82|910.77|298.7|0.6503899999999999|0.7041|0.3693|-0.1092|0.02044063|-2153.123274|823.0|6.0846
12ab_a30|0|0|0|0.0|0|7.412764017000001|2|2|0.604983638|-0.026189286|-0.008528077|5.351858133|-0.030346359|2|0.043854875|0.018023992|-0.520212725|0.003529389|10.31162784|1|0.03046828|-0.12254489|-0.384942092|1|0.8397577820000001|0.026596859|0.855880335|0.794193541|0|0.7997534890000001|-0.082740301|-0.1008879709999999|-58.23149599999999|-71.0035788|22.23130678|119.79740259999998|0.200246511|140.93076580000002|0.0|0.603952976|-1.815983471|92.49334877|-22.42218278|3118.431712|-1278.064418|-15.78042667|0.3960470239999999|15.6704374|-899.4843201|37.1257096|0.030534507|2116.165447|21.48976996|1.0|0.0|1.0|1.0|1.0|1.0|4.87|0.0|0.21|17.0|-6.83|100.11|2.2|2.0|140.26|7.0|-5.61|-6.39|458.54|2.52|2.47e-06|0.00456|3.81|0.0|1.47e-07|6.720000000000001e-05|4.8018|3.34|3.4919|-1804.79081|753.75|1275.19|258.2|0.46561|0.68324|0.1511|-0.14772|0.03368522|-1804.589076|17.0|7.7825
12i _a30|0|0|0|0.0|0|7.412764017000001|2|2|0.604984133|0.04580336|-0.00691453|5.351858133|-0.030422458|2|0.043848238|-0.0982344169999999|-0.366470081|0.00372838|10.31162888|1|-0.172434349|-0.051371057|-0.469854551|1|0.8264832879999999|-0.1240820219999999|0.888213143|0.7463962120000001|0|0.8434291340000001|-0.076575246|-0.096489393|-50.00086637|-63.00408424|10.32233418|84.78576301|0.156570866|102.235113|0.0|0.806299097|-1.833298476|72.59006433|-24.43015511|2860.704198|-1197.077601|-15.95200773|0.193700903|15.56818082|-781.648379|30.29912252|0.014680721|1484.657003|9.585980094|1.0|0.0|1.0|1.0|0.0|1.0|4.62|0.0|0.14|17.0|-7.22|81.65|3.31|2.0|132.29|5.0|-5.93|-5.75|432.93|3.11|1.19e-06|0.00156|4.49|0.0|6.03e-08|2.61e-05|5.0358|4.45|3.5242|-2035.339603|691.59|1167.27|246.2|0.43157|0.68497|0.1577|-0.14945|0.03436093|-2035.203042|16.0|7.8013
14t_a23|0|1|1|0.0|2|7.423568444|0|0|1.197962538|0.04919958|-0.005383494|5.351858133|-0.024472753|2|0.045277778|0.073534004|-0.290708696|0.01269616|10.31321779|2|0.134446672|-0.074441567|-0.4515027279999999|2|0.725800261|-0.152771194|0.820002545|0.6906097959999999|1|0.920956836|-0.0553915009999999|-0.079253435|-36.09926385|-51.65035498|11.36130649|36.6149406|0.079043164|51.51331913|42.20767549|0.799945841|-1.6643221380000002|61.0040156|-21.69314909|2878.4071670000003|-1084.657455|-14.13766923|0.2000541589999999|14.13931199|-706.8834616|27.11827225|0.014352462|1355.9136119999998|9.353660614|0.0|0.0|1.0|1.0|1.0|1.0|3.52|3.49|0.09|26.0|-7.78|105.02|3.24|2.0|125.25|5.0|-5.85|-6.1|425.51|3.78|1.43e-06|0.0023899999999999|3.94|0.0|1.65e-08|7.03e-06|3.9855|3.79|3.2060000000000004|-1669.21916|692.08|1184.43|311.09|0.5824199999999999|0.68886|0.0003|-0.15625|0.02135191|-1669.040656|4.0|8.3979
9s_a24|1|0|0|2.9568988810000003|0|6.605297921|1|1|1.4275963180000002|-0.222173285|-0.003599664|4.59511985|-0.00570386|4|0.023585859|-0.050919714|-0.190782186|0.006748865|10.96129902|1|-0.0897306019999999|-0.204128966|-0.248704391|3|0.799076569|0.0256742079999999|0.8327425070000001|0.748077475|0|0.8833498320000001|-0.049825449|-0.063587778|-30.93968263|-39.48555839|10.42725806|33.24649431|0.116650168|72.43525688|0.695462853|0.445160769|-0.953816666|61.19761205|-12.08741583|2747.809842|-592.2833757999999|-7.505819207999999|0.554839231|17.24354813|-367.7851412|27.15292246|0.03496522|1330.4932|21.71205366|0.0|1.0|1.0|1.0|1.0|1.0|3.43|2.78|0.04|29.0|-8.11|77.21|0.81|1.0|115.67|4.0|-3.36|-7.2|393.44|2.63|0.000434|0.0343|2.11|0.0|7.73e-09|3.04e-06|3.0726|1.82|2.6707|-1270.994965|654.28|1121.42|403.51|0.69475|0.6907300000000001|0.0839|-0.10865|0.03640642|-1270.796154|32.0|7.4949
1k_a5|1|0|0|2.9020229360000003|0|6.605297921|0|0|1.427567903|-0.216088148|-0.0030192829999999|4.59511985|-0.064652321|2|0.026339869|-0.095857885|-0.120771321|0.003886035|10.9489659|1|-0.220946861|0.019611905|-0.254495542|2|0.567806811|-0.022280685|0.851987765|0.558485747|0|0.7836926809999999|-0.078995018|-0.074297856|-40.40908188|-38.00629774|5.571869083999999|165.11680719999998|0.216307319|110.6497654|0.498979532|0.724954458|-1.114467843|47.83775802|-15.40795854|2171.394196|-570.0944662|-7.881781385|0.275045542|12.9461019|-291.6259112|21.25369168|0.019219352|786.3865923|9.83146028|1.0|1.0|0.0|1.0|1.0|1.0|2.71|2.02|0.0|23.0|-8.3|54.46|2.29|0.0|90.44|3.0|-3.97|-5.99|316.33|3.42|0.000106|0.0157|3.16|0.0|4.99e-09|1.58e-06|4.7221|3.1|4.4063|-1050.51717|533.8|890.76|262.56|0.53086|0.5282|0.1239|-0.1798799999999999|0.03133456|-1050.468159|48.0|7.3188
12b_a30|0|0|0|0.0|0|7.412764017000001|2|2|0.604984682|0.047132642|-0.007353271|5.351858133|-0.06631353|2|0.042804233|-0.074391852|-0.3897233479999999|0.001139238|10.31162898|1|-0.165287712|-0.0541804029999999|-0.468842459|1|0.669561738|-0.1240820219999999|0.880943609|0.64876559|0|0.764737577|-0.08354129|-0.09915679|-53.05077947|-62.96700664|11.01246349|86.84905288|0.235262423|149.39744040000002|0.0|0.798520682|-1.883979001|73.02913136|-24.41577808|2849.095245|-1196.373126|-15.50462119|0.201479318|13.88809428|-759.7264385|30.57626261|0.01584525|1498.236868|10.06212472|1.0|0.0|1.0|1.0|0.0|1.0|4.63|0.0|0.14|17.0|-6.9|81.65|3.2|2.0|127.24|5.0|-5.39|-6.02|416.47|2.92|4.12e-06|0.00405|3.97|0.0|1.26e-07|5.260000000000001e-05|5.0567|4.07|3.5207|-1674.977262|673.18|1130.68|245.19|0.3159099999999999|0.68496|0.1525|-0.1493799999999999|0.03351603|-1674.838225|7.0|8.1543
4S4k_a46|0|0|0|0.0|1|7.825245291|1|1|1.134637098|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|1|0.0510113959999999|-0.104665424|-0.252970193|0.006550513|10.94631314|1|-0.158788415|0.008544799|-0.3860697829999999|1|0.78837943|-0.141706595|0.787615341|0.784722915|0|0.891734458|-0.089589915|-0.0860536609999999|-47.49082053|-45.61628327|4.1078333030000005|172.7607401|0.1082655419999999|57.39060501|0.0|0.8679099640000001|-1.46291223|49.42345536|-16.15576699|2105.538282|-775.4768155|-8.564028983|0.132090036|10.26616763|-411.0733912|18.61456563|0.007182108|893.4991504000001|3.807172093|1.0|1.0|0.0|1.0|1.0|1.0|3.8|3.03|0.33|17.0|-6.61|50.94|2.84|1.0|100.96|2.0|-4.82|-5.46|333.43|3.79|1.5e-05|0.0049299999999999|4.05|0.0|2.48e-07|8.28e-05|5.2854|4.52|4.0774|-1053.415665|566.82|997.07|234.58|0.5716|0.67893|0.0654|-0.17396|0.02628818|-1053.255345|197.0|6.7055
14_a15|0|0|0|0.0|0|0.0|0|0|1.43568901|-0.058775738|-0.006678826|0.0|-0.0455566929999999|2|0.037073171|-0.033982971|-0.374014235|0.001740635|10.9597359|0|-0.051908601|-0.120626133|-0.3848940629999999|2|0.8310685940000001|-0.028227917|0.7651878809999999|0.7933685340000001|0|0.8870890459999999|-0.063809873|-0.0917424269999999|-40.89540491|-58.79722871|9.403293601|92.51564418|0.112910954|72.36402409|2.923143027|0.770309725|-1.743106111|68.59458198|-21.0782518|2612.691478|-1117.1473460000002|-13.50893838|0.229690275|10.18067005|-715.9737342999999|27.36334635|0.015286995|1450.257357|9.797353271|1.0|1.0|0.0|1.0|1.0|1.0|3.56|3.72|0.12|24.0|-9.82|56.27|2.87|2.0|119.95|6.0|-6.22|-4.97|397.47|4.7|5.99e-07|0.000584|5.29|0.0|1.51e-10|5.99e-08|4.4518|5.16|3.6209|-1281.0669369999998|689.8|1177.14|278.5|0.65079|0.7055899999999999|0.0054|-0.14997|0.03885834|-1280.87015|0.03|7.5229
A7701_a51|1|0|0|2.9690728930000003|0|6.605297921|0|0|1.390164251|-0.221071791|-0.002377784|4.59511985|-0.0162614089999999|2|0.031405229|0.070581466|-0.0927335619999999|0.008062393|10.93031118|1|0.119725261|0.036217274|-0.22798944|2|0.7078647990000001|-0.0533751959999999|0.8092075540000001|0.688876851|1|0.865114773|-0.071384149|-0.078131694|-32.97926236|-36.09660744|3.420720075|146.2104641|0.134885227|62.31656919|0.0|0.799046392|-1.09384371|41.87351682|-14.03756956|1959.582581|-505.3525041|-6.485314917999999|0.200953608|8.863149921|-233.4713371|17.56790307|0.012504214|632.4445105000001|5.776909381|1.0|1.0|0.0|1.0|1.0|1.0|2.66|2.05|0.06|21.0|-7.58|54.46|1.98|0.0|87.52|2.0|-3.95|-5.82|286.33|3.12|0.000111|0.0195|3.14|0.0|2.62e-08|7.5e-06||||||||||||||25.0|7.6021
3f_a32|1|1|1|3.553167045|0|7.773594467000001|0|0|0.6094207770000001|0.0067550119999999|-0.00611496|5.733341277|-0.0434359079999999|0|0.042380952|-0.062954205|-0.275173181|0.001276735|10.31100273|3|-0.112493266|-0.074808287|-0.5487283829999999|0|0.833981748|-0.1743238839999999|0.871865543|0.786074011|1|0.874026684|-0.073433055|-0.097374443|-41.40131823|-54.8993954|6.707989266|47.97543149|0.125973316|71.02334697|0.0|0.78919828|-1.265867765|61.47296003|-16.99267001|2273.466801|-713.6921402|-9.580412233|0.21080172|10.89495051|-402.3773138|21.53155987|0.011659458|904.3255145|6.573564628|1.0|1.0|1.0|1.0|1.0|1.0|3.9|3.31|0.28|19.0|-7.31|110.94|2.18|2.0|102.66|4.0|-6.89|-5.03|354.49|4.63|1.28e-07|0.0014|4.83|0.0|4.89e-08|1.73e-05|3.5569|3.92|3.5569|-1712.034952|604.9|1006.92|348.58|0.70255|0.70255|293.0|-0.1474599999999999|0.02606687|-1711.9193289999998|9.0|8.0458
17a_a25|0|0|0|0.0|1|6.842683282|0|0|1.373200859|0.0055894319999999|-0.004137083|4.727387819|-0.036457743|2|0.043274232|-0.017081614|-0.248224991|0.0063846319999999|10.93106298|1|-0.02776212|-0.047099434|-0.362222339|2|0.6741827509999999|0.0114970419999999|0.8005589320000001|0.659740852|1|0.874586929|-0.06234901|-0.079378741|-44.46905084|-56.61512986|9.033070252|93.75234138|0.125413071|89.44809639|80.30332825|0.755980502|-1.666953566|67.57985355|-21.2306737|2907.309477|-1188.917727|-15.142307999999998|0.244019498|16.93624014|-847.969248|28.08362601|0.015373381|1572.683056|10.96472369|1.0|1.0|1.0|1.0|1.0|1.0|3.48|3.47|0.11|27.0|-9.98|72.7|2.67|2.0|131.06|7.0|-5.12|-6.18|433.5|4.04|7.5e-06|0.00323|3.9|0.0|1.05e-10|4.54e-08|5.2683|6.04|3.9347|-1391.588873|747.06|1271.9|235.34|0.35172|0.6722|0.1735|-0.16304|0.0362293|-1391.385492|25.0|7.6021
3k_a32|1|1|1|3.644417045|0|7.97831097|0|1|0.609420759|-0.001009768|-0.005745086|5.973809612|-0.001250803|0|0.0381981979999999|-0.047167919|-0.270019022|0.001221534|10.31100271|3|-0.084055305|-0.050938823|-0.5265375529999999|0|0.816196288|-0.129124455|0.8306695270000001|0.7681279190000001|1|0.8777482409999999|-0.0711378679999999|-0.090839907|-40.10830541|-51.21653025|6.970844822|80.0971996|0.122251759|68.92687468|0.0|0.78057227|-1.271758703|58.16707081|-16.67514938|2392.3436100000004|-717.0314235000001|-9.40163104|0.21942773|11.6688363|-404.2701347|21.36272325|0.012327787|918.5970998|6.9505405620000005|1.0|1.0|1.0|1.0|1.0|1.0|3.47|3.48|0.32|19.0|-7.23|110.94|2.41|2.0|105.36|3.0|-7.04|-5.01|366.5|4.75|9.16e-08|0.000904|4.97|0.0|5.86e-08|2.15e-05|3.5363|3.81|3.5363|-1750.1383649999998|611.65|1022.89|350.6|0.70268|0.70268|0.3082|-0.14667|0.02654958|-1750.0122420000002|9.0|8.0605
12af_a36|1|0|0|3.448611715|0|7.412764017000001|2|2|1.29704271|0.04293386|-0.00989889|5.351858133|-0.081537769|2|0.039953704|0.091263447|-0.6038322939999999|-0.00233752|10.96037047|1|0.154914099|-0.126068378|-0.505160213|1|0.859938421|0.002492952|0.8631180940000001|0.817582774|0|0.755275519|-0.082549457|-0.1054605669999999|-57.32748365|-73.23838519|15.22358698|89.56100543|0.244724481|169.9519197|127.6527374|0.6702409189999999|-2.003750775|91.25505794|-24.41279506|3013.98446|-1391.529319|-16.95376516|0.329759081|15.59375751|-966.3646141|36.42391023|0.0259433429999999|2076.162883|18.01667275|0.0|0.0|0.0|1.0|0.0|3.0|4.98|0.0|0.17|17.0|-6.93|98.3|1.49|1.0|138.06|7.0|-3.54|-7.66|438.48|1.47|0.000292|0.0997|1.85|0.0|1.1800000000000001e-07|5.18e-05|5.2352|4.5|3.2299|-1440.954069|737.4|1246.55|236.83|0.50179|0.70508|0.0035|-0.13364|0.02886569|-1440.740243|15.0|7.8239
18d_a25|0|0|0|0.0|1|6.842683282|0|0|1.193723212|-0.0881447869999999|-0.0029605|4.727387819|0.024310576|2|0.042843137|-0.031867489|-0.180590503|0.006452854|10.31285314|1|-0.055336237|-0.035684977|-0.292727912|2|0.722349659|0.029728702|0.838260077|0.696372329|1|0.937813705|-0.061527513|-0.076328248|-46.31109519|-57.45144813|8.39885106|70.58850837|0.062186295|46.80695276|0.389087507|0.75793699|-1.602893201|68.15463481|-21.166323|3113.122552|-1206.480411|-15.93166285|0.24206301|18.11893325|-908.1047824|27.92623037|0.014219928|1591.795131|10.70318668|1.0|1.0|1.0|1.0|1.0|1.0|3.66|3.57|0.11|27.0|-10.23|111.51|2.4|2.0|143.37|7.0|-6.26|-6.21|474.58|4.5|5.47e-07|0.0013599999999999|4.21|0.0|5.92e-11|2.81e-08|5.6512|4.56|3.6392|-1806.812778|792.79|1358.25|219.39|0.41694|0.6823899999999999|0.0389|-0.14723|0.03560672|-1806.582751|232.0|6.6345
14f_a23|0|1|1|0.0|2|7.423568444|0|0|1.197963246|-0.002304087|-0.006791105|5.351858133|-0.027380305|2|0.04255787|0.056215377|-0.373510774|0.010561248|10.3132176|2|0.101910723|-0.110069159|-0.399688849|2|0.756252127|-0.06885759|0.854683662|0.71381683|1|0.894162392|-0.059927056|-0.084419703|-40.51498423|-57.07376861|18.34483401|96.47955427|0.105837608|71.55380685|96.60179161|0.665778294|-1.603974359|74.08536976|-21.26277654|3014.916135|-1084.401604|-14.37516058|0.334221706|15.58565565|-733.1331894|31.93672236|0.025162423|1628.77284|17.01160115|0.0|0.0|1.0|1.0|1.0|1.0|3.57|3.61|0.09|26.0|-7.51|114.25|2.72|2.0|126.78|6.0|-5.63|-6.47|441.51|3.46|2.32e-06|0.0042299999999999|3.55|0.0|3.11e-08|1.3699999999999998e-05|5.8184|3.23|3.5753|-1744.429532|711.98|1210.19|213.09|0.60917|0.6733399999999999|0.1699|-0.1458|0.02255331|-1744.2443850000002|2.0|8.6459
12a_a50|0|1|1|0.0|2|7.927685046000001|1|1|1.397770359|-0.199881787|-0.002936355|5.82008293|-0.0016330379999999|1|0.034845679|-0.111689174|-0.126263256|0.01164808|10.94501645|2|-0.193999688|-0.168032508|-0.247407423|1|0.699597776|-0.2018898489999999|0.862192416|0.660148928|1|0.904119689|-0.05075501|-0.0663902|-25.57033815|-33.44733598|10.58650394|7.457998037999999|0.095880311|48.30443297|69.83817338|0.575218972|-0.929462803|47.2792242|-12.00673599|2223.666558|-468.2627037|-6.048985111|0.4247810279999999|9.648744341|-235.9104193|20.873331|0.027455156|814.0599092|13.83188822|1.0|1.0|0.0|1.0|1.0|0.0|3.3|2.21|0.11|20.0|-5.49|48.53|2.02|0.0|94.69|2.0|-3.16|-6.44|313.36|2.55|0.000685|45.0|2.5|0.0|3.22e-06|0.00101|4.0783|2.47|4.0783|-1006.632973|545.54|908.22|304.01|0.65267|0.65267|0.1807|-0.16806|0.02648238|-1006.546706|75.0|7.1249
3i_a32|1|1|1|2.417426304|0|7.78113851|0|0|0.6094207970000001|-0.157360524|-0.012358668|5.733341277|-0.363243817|0|0.05052381|-0.21362765|-0.4449120629999999|-0.0131506889999999|10.3110028|3|-0.8373173840000001|-0.054335108|-0.537667101|0|0.565740817|0.030060554|0.902293804|0.54844677|1|0.893827987|-0.093279684|-0.1132851459999999|-49.17963359|-59.72706743|8.064907632|60.99385995|0.106172013|55.97682661|0.201037767|0.77072347|-1.472706897|71.27609889|-23.52884474|2471.4299920000003|-776.4518766|-12.4050588|0.22927653|10.09193014|-409.3669403|30.52825775|0.021905206|1007.432506|11.54903146|1.0|0.0|1.0|1.0|1.0|1.0|3.1|2.49|0.13|19.0|-6.96|110.94|2.09|2.0|88.28|3.0|-6.27|-5.53|366.38|4.37|5.37e-07|0.00251|4.23|0.0|1.0900000000000001e-07|4.01e-05|3642.0|3.38|3642.0|-1891.811327|530.5|876.0|340.43|0.70322|0.70322|0.4765|-0.1476|0.02199999|-1891.790935|6.0|8.2366
1a_a5|0|0|0|0.0|0|6.605297921|1|1|1.189701889|-0.271170445|-0.001785522|4.59511985|0.009305578|2|0.021346801|-0.075791863|-0.078562954|0.005921049|10.9502215|0|-0.123867037|0.069867374|-0.179831877|2|0.8309401009999999|-0.008431181|0.794139321|0.808272639|0|0.833638233|-0.071887159|-0.075618812|-36.19957997|-38.07869556|4.047117885|83.60943679|0.166361767|83.77332129999999|0.0|0.7256546770000001|-1.134282187|46.38422909|-13.93123008|1940.139869|-571.1804334|-7.015226132|0.274345323|11.38004491|-287.62427139999994|19.19815378|0.016493595|787.1243051|8.305533524|0.0|1.0|0.0|1.0|1.0|1.0|3.54|0.0|0.16|18.0|-7.15|37.81|2.09|0.0|93.49|3.0|-2.6|-6.58|298.34|1.75|0.00253|109.0|2.17|0.0|7.13e-08|2.13e-05|4.6707|2.85|2.8332|-951.110826|531.02|882.1|265.45|0.44868|0.54123|0.0126|-0.12226|0.028664612|-951.226623|107.0|6.9706
12aw_a36|1|0|0|3.28940051|0|7.412764017000001|2|2|1.297044239|-0.135690414|-0.008293935|5.351858133|-0.115864198|2|0.043383838|0.066435701|-0.4478724979999999|-0.006877664|10.96021804|1|0.169961228|-0.098027247|-0.4191703539999999|1|0.653741315|-0.056676035|0.892249657|0.632625562|0|0.706174871|-0.088516379|-0.114701005|-56.73814908|-73.52224315|14.76755422|54.50894809|0.2938251289999999|188.3390873|1.343623915|0.749052287|-2.06461809|87.37742985|-26.46800754|2901.451841|-1323.400377|-16.96573876|0.250947713|14.32425315|-848.2869380000001|35.33532702|0.02161528|1766.7663510000002|13.8551867|1.0|0.0|0.0|1.0|0.0|2.0|4.73|0.0|0.14|17.0|-7.12|69.2|2.78|1.0|123.67|5.0|-3.99|-6.8|417.41|2.44|0.000102|0.0201|2.88|0.0|7.599999999999999e-08|3.17e-05|5.2313|3.66|3.8763|-1431.373326|666.09|1120.43|237.0|0.38905|0.69109|0.3892|-0.15688|0.03134789|-1431.239759|9.0|8.0458
9d_a31|1|0|0|3.456767212|0|7.765993078999999|1|1|0.61013528|0.036844743|-0.012442213|5.733341277|-0.043220149|0|0.0359583329999999|-0.057650507|-0.696763933|-0.002456634|10.31169788|2|-0.091744753|-0.134504227|-0.550392027|0|0.8066174070000001|-0.0375445629999999|0.873955169|0.771222772|0|0.6943358040000001|-0.098210975|-0.11958484|-66.96024848|-81.53295088|19.79432796|154.8767865|0.305664196|208.401866|560.5224416|0.6636195229999999|-1.793772606|97.84665015|-23.07536346|2654.377004|-1222.994263|-15.732784099999998|0.336380477|17.39409698|-833.8375571|34.77197803|0.023927395|1842.914835|16.31369927|1.0|1.0|1.0|1.0|1.0|2.0|3.8|3.35|0.38|16.0|-7.63|117.37|1.31|2.0|112.97|9.0|-5.61|-6.36|412.51|3.65|2.48e-06|0.0167|3.46|0.0|2.3500000000000002e-08|9.69e-06|3.8478|5.0|3.8478|-1657.428165|727.27|1202.79|322.22|0.7006899999999999|0.7006899999999999|0.2611|-0.15969|0.04331056|-1657.245966|0.6|6.2218
