molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
13g_a6|0.0|0|0|0.0|0|1.424099171|0.0|-0.0961994219999999|-0.006574579|4.727387819|0.004767264|0.043020833|1.648997541|-0.381325604|10.95053423|-0.080022038|1|1|-0.000644109|-0.12414699|-0.215607882|2|0.836982172|0.774238891|0.095969451|-0.144664763|0.789769968|-0.091949419|-51.67543048|-64.02222283|12.28038897|68.57626488|0.128027951|-0.0323525729999999|0.0|0.7357333540000001|-35.98038956|76.50577593|0.444443571|2929.039254|607.1336751|3916.754765|14.34268783|0.7999971709999999|6332.20768|30.61752948|0.017929016|-328.2712049|1653.346592|1.0|1.0|1.0|2.0|3.61|2.34|0.12|-10.57|4.79|103.17|1.13|128.63|6.0|33.0|-6.31|431.49|0.0|-5.06|2.77e-06|0.0012|8.8e-06|0.0038|3.7|0.0|0.0|2.67e-11|3.83|3.2472|-1386.573241|1253.71|0.8442|0.7034100000000001|-0.1327|10.1708|-0.20806|0.03802398|-1386.364067|13.3225|119.0|6.9245
20_a4|0.0|0|0|0.0|1|1.399905568|2.017439295|-0.203359312|-0.003103385|5.4161004020000005|-0.00123671|0.039635417|0.0|-0.124135414|10.9459449|-0.059498265|1|1|0.012025268|-0.064248765|-0.103098674|1|0.691307598|0.7797803109999999|0.246357638|-0.105783279|0.665774148|-0.072188305|-29.16642156|-34.74640079|11.03865532|63.27373076|0.081852712|-0.0273144939999999|68.49419443|0.6435852470000001|-14.03867522|46.45917085|0.421704107|1982.961908|441.9318823|1379.418733|9.58599918|0.729218575|4085.683488|20.4281979|0.024334176|-138.2237887|755.8433223999999|1.0|1.0|1.0|0.0|3.23|3.06|0.11|-5.55|3.54|39.94|2.09|86.62|3.0|22.0|-5.96|289.33|1.0|-3.87|0.000346|0.1|0.000134|0.0388|2.96|0.0|0.0|2.79e-06|2.73|4.0419|-934.2266312|861.05|0.2364|0.66028|-0.16699|4.0681|-0.19747|0.022349042|-934.150871|5.5779|646.0|6.1898
12f_a30|0.0|0|0|-4.734662095|0|0.60498366|0.0|0.156569208|-0.015345198|5.351858133|-0.274237737|0.041555556|0.0|-0.874676289|10.31162828|-0.046588557|1|1|-0.004395528|-0.077457998|-0.226973911|1|0.613786308|0.8246767140000001|-0.043091382|-0.071123509|0.593245722|-0.108935062|-63.81176255|-76.85198573|11.07796031|101.2862703|0.164253554|-0.0452183279999999|1.45550709|0.815175332|-45.01820228|89.21786458|0.472521727|3305.792133|589.6060704|2712.844784|15.86072943|0.8958126809999999|7634.176316|39.1336968|0.01752821|-444.7025522|2074.08593|0.0|1.0|0.0|1.0|4.73|0.0|0.17|-7.18|4.78|90.88|2.82|133.96|7.0|34.0|-5.66|482.48|0.0|-5.92|1.99e-07|9.63e-05|1.2e-06|0.000579|5.05|0.0|0.0|6.61e-08|5.52|3.5298|-1987.998635|1225.63|0.2166|0.68471|-0.14958|3.6633|-0.20422|0.03400408|-1987.848015|4.6865|19.0|7.7144
3d_a32|0.0|1|1|0.0|0|0.609420786|0.0|0.0181036519999999|-0.006420365|5.733341277|-0.034290847|0.041161616|2.230648962|-0.269655316|10.31100276|-0.0602430179999999|3|3|0.002004382|-0.076494363|-0.1395294259999999|0|0.8315372|0.8444218509999999|-0.069007775|-0.100251236|0.77923808|-0.093187219|-37.19367587|-50.45435743|7.807299836|62.43434632|0.107154498|-0.02867299|0.0|0.720540286|-20.13777259|59.15151032|0.427813496|2213.978384|483.4133562|1855.167124|10.75032687|0.747681906|4752.534658|21.54552351|0.0160633|-238.8142619|840.275417|1.0|1.0|1.0|1.0|3.34|3.11|0.24|-7.29|5.07|110.94|1.94|97.86|4.0|23.0|-5.18|340.47|0.0|-5.13|2.81e-07|9.58e-05|7.36e-06|0.00251|4.5|0.0|0.0|5.13e-08|3.42|3.5105|-1672.733979|959.11|0.5031|0.7035100000000001|-0.14189|3.2094|-0.19671|0.02457348|-1672.638515|5.1728|8.0|8.0915
9i_a24|0.0|0|0|0.0|1|1.4281889280000002|1.865102513|-0.113620183|-0.005148312|5.209486153|2.01e-05|0.023854167|0.0|-0.190487553|10.96661275|-0.00532872|2|2|0.005891639|-0.1818753839999999|-0.336939175|2|0.783500303|0.822658951|0.139004845|-0.0106944439999999|0.73094562|-0.069812876|-30.56504777|-33.00219474|11.87389334|10.13249376|0.173910636|-0.024639839|1.634015079|0.499238289|-14.44881966|51.05832236|0.468272544|2061.729154|390.5119445|761.9885477000001|11.18382556|0.8806627109999999|4155.922671|23.33121014|0.038195951|0.720157264|793.2611447|1.0|0.0|1.0|1.0|2.76|1.36|0.0|-6.05|2.72|72.28|0.67|82.17|3.0|22.0|-7.01|288.31|1.0|-3.1|0.00248|716.0|0.000791|228.0|1.48|0.0|0.0|8.95e-07|1.13|4.1459|-945.2626532|825.7|0.2373|0.6755800000000001|-0.17204|7.1135|-0.21943|0.0239838|-945.222448|9.2818|88.0|7.0555
20b_a10|0.0|0|0|0.0|1|1.343837209|2.103422978|0.048567614|-0.007463406|5.4161004020000005|-0.073703704|0.035818182|1.854149459|-0.447804373|10.92966143|-0.013623188|1|1|0.002637529|0.019531637|0.031942481|2|0.725009545|0.761071345|0.052265135|-0.022843761|0.6980623109999999|-0.088479815|-60.68950774|-56.53849503|8.331370518|81.39248686|0.24740823|-0.033783202|91.02309592|0.7616213270000001|-38.78052212|67.46831286|0.454087415|3085.433676|480.905232|2257.777328|13.838742600000002|0.8317951020000001|7173.225184999999|28.34404003|0.0171045989999999|-334.3514234|1558.922202|1.0|1.0|1.0|1.0|3.54|3.15|0.11|-8.93|5.0|95.92|2.41|129.73|5.0|34.0|-6.53|447.49|0.0|-5.09|6.05e-06|0.00271|8.13e-06|0.00364|3.52|0.0|0.0|1.1699999999999999e-09|4.88|3.9013|-1465.587932|1218.74|0.2782|669.0|-0.16388|5725.0|-0.2217199999999999|0.03930765|-1465.395231|7.7954|1.1|5.9586
8h_a8|0.0|0|0|0.0|1|1.3918396709999998|1.241306689|0.038482973|-0.010324979|4.844187086|-0.249095464|0.046205674|0.0|-0.485274006|10.94341368|0.007079485|1|1|-0.007036544|0.09830823|0.254819201|0|0.578166105|0.6971223040000001|0.111824921|0.010682683|0.56916135|-0.11302328|-72.14530885|-66.4523265|6.58499063|316.4918269|0.397594866|-0.048805507|53.78973456|0.918315905|-42.41801879|70.94463092|0.451435543|2623.688756|354.18563860000006|2019.780061|13.58738632|0.822939833|5956.417906000001|31.2477685|0.00764059|-491.8998117|1374.901814|0.0|0.0|0.0|2.0|3.11|2.73|0.0|-7.95|4.72|80.88|4.11|105.27|4.0|29.0|-5.98|391.37|0.0|-5.0|6.11e-06|0.0023899999999999|1.01e-05|0.00395|3.82|0.0|0.0|1.13e-08|7.71|3.7327|-1361.618499|1029.51|0.3011|0.69844|-0.15475|3.4779|-0.21819|0.03330037|-1361.5113789999998|4.4356|11.59|4.9359
34_a47|0.0|1|1|0.0|1|1.40499556|1.883479676|-0.210257395|-0.004157676|4.727387819|-0.064842466|0.03522792|1.741433543|-0.191253079|10.98214103|0.078153957|1|1|0.0047106|-0.1430639269999999|-0.317014709|3|0.62974551|0.833786184|0.046668352|0.128336294|0.609110565|-0.090141168|-34.3104683|-49.91779281|10.92238452|31.17423189|0.1739443389999999|-0.029348287|0.0|0.653993216|-19.00022922|62.66739933|0.45489212|2371.236125|457.4477611|918.6458674|12.96364153|0.834499257|5105.274301|24.85087647|0.023023142|-170.55473480000003|1068.587688|1.0|1.0|1.0|1.0|3.19|3.0|0.16|-7.47|4.52|68.52|1.75|99.09|4.0|26.0|-6.66|348.38|1.0|-3.9|0.000267|0.0929|0.000125|0.0436|2.49|0.0|0.0|3.36e-08|2.41|3.8892|-1162.450678|980.02|0.2309|0.69314|-0.16086|4.4605|-0.21536|0.03084502|-1162.33788|6.2235|2.0|8.7
14n_a23|0.0|1|1|0.0|2|1.197963531|3.3716621960000004|0.009802461|-0.0068536419999999|5.351858133|-0.027380305|0.045165485|0.747533142|-0.376950283|10.3132176|-0.059870135|2|2|0.010508236|-0.110069159|-0.199540201|2|0.756252127|0.802854174|0.219354173|-0.099694124|0.71381683|-0.082430028|-39.82324087|-55.70499288|18.26553926|97.93357279|0.10672565|-0.032325501|97.39429807|0.6868205409999999|-26.91195666|72.09248208|0.469606631|3014.591033|603.6615822000001|2195.877777|16.33144958|0.885393105|6740.54932|31.80611809|0.0242495529999999|-252.5011125|1622.112023|0.0|1.0|1.0|1.0|3.53|3.66|0.09|-7.51|4.03|114.25|2.72|126.78|6.0|32.0|-6.47|441.51|0.0|-5.02|2.32e-06|0.0010199999999999|9.57e-06|0.0042299999999999|3.55|0.0|0.0|3.11e-08|3.23|3.4217|-1744.42791|1209.95|0.4229|0.6955|-0.1382|5.2196|-0.2077099999999999|0.02300614|-1744.244532|7.2975|1.0|9.2441
12am_a36|0.0|0|0|-4.723487246|0|1.240140551|0.0|0.088482802|-0.015884751|5.351858133|-0.297354748|0.044036281|0.0|-0.921315581|10.9602097|-0.037654321|1|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|1|0.647732719|0.8344566859999999|-0.0147665219999999|-0.05754717|0.624142499|-0.118101664|-63.19394154|-81.59051640000001|12.15249658|128.69607109999998|0.185013456|-0.045928425|1.038361162|0.788334835|-43.65752487|95.53118838|0.484558903|3230.6292780000003|563.0333297999999|2603.072527|17.01968794|0.940085891|7238.033439|40.24894481|0.020179019|-398.3921535|2173.44302|0.0|1.0|0.0|2.0|4.81|0.0|0.17|-7.14|4.04|78.43|2.04|130.43|7.0|34.0|-6.4|465.43|0.0|-5.07|6.26e-06|0.00291|8.6e-06|4.0|3.86|1.0|0.0|7.24e-08|4.86|3.8606|-1645.169789|1206.77|0.4894|0.6805100000000001|-0.15658|5.9258|-0.21356|0.03550681|-1645.016323|8.0872|0.06|7.2218
14a_a25|0.0|0|0|0.0|1|1.420015394|1.667057351|-0.092005241|-0.004483962|4.727387819|-0.05112778|0.038167849|1.975771616|-0.255585831|10.93106303|-0.019985937|1|1|0.006158124|-0.0469914379999999|-0.077269115|2|0.6716839040000001|0.7385460309999999|-0.085643386|-0.035531959|0.653818362|-0.084207356|-45.72658614|-55.27820709|8.449104086|107.22698590000002|0.149573695|-0.033365179|58.18995584|0.8067529940000001|-30.017374100000005|63.96772039|0.492236681|2844.993903|558.2652611000001|2142.5112510000004|14.55676745|0.969421506|6315.975408|27.14918443|0.01323706|-402.7381076|1438.906775|1.0|1.0|1.0|1.0|3.43|3.06|0.08|-9.59|4.92|72.7|2.47|126.26|6.0|32.0|-5.91|419.48|0.0|-5.29|4.03e-06|0.0016899999999999|5.13e-06|0.00215|4.16|0.0|0.0|2.58e-10|5.79|3.9479|-1352.265931|1202.13|0.3529|0.6714|-0.16347|3.0824|-0.2143|0.03250632|-1352.086073|4.1656|207.0|6684.0
12h_a36|0.0|0|0|0.0|0|1.297043828|0.0|-0.128701804|-0.0086750619999999|5.351858133|-0.041228471|0.039061728|0.0|-0.503153567|10.96020037|-0.051080247|1|1|0.003077071|-0.1430106119999999|-0.239932418|1|0.8913597320000001|0.820041835|-0.10861416|-0.089459459|0.84179881|-0.10720355|-48.17643878|-70.19826261|18.27258858|82.11195464|0.180385475|-0.035734517|1.413982241|0.665254541|-31.5465515|87.85958486|0.464544951|2845.467486|536.6941285|2391.856014|13.87400978|0.8675704009999999|6159.17335|35.1736357|0.026971557|-216.42159590000003|1899.376328|0.0|0.0|0.0|2.0|4.8|0.0|0.17|-6.69|1.89|78.43|1.72|130.24|6.0|31.0|-6.93|411.46|0.0|-4.07|0.000113|0.0464|8.499999999999999e-05|35.0|2.65|1.0|0.0|2.03e-07|2.92|3.4554|-1347.451759|1177.89|0.5756|0.7014600000000001|-0.14247|6754.0|-0.1926|0.02925492|-1347.260478|8.7377|14.0|7.8539
6b_a31|0.0|0|0|0.0|0|0.610136262|0.0|0.052690797|-0.016070861|5.733341277|-0.178758575|0.037803618|0.0|-0.787472195|10.31169819|-0.053655833|2|2|-0.008439437|-0.002840672|-0.004825446|0|0.838789705|0.78240875|-0.068433069|-0.084489161|0.795570315|-0.1284626569999999|-73.70779766|-78.37648097|20.12924648|159.79549319999998|0.372146926|-0.045675611|101.4993391|0.7459204140000001|-44.96993859|93.1058799|0.4807018779999999|2776.92804|383.0600707|2063.736075|14.46878435|0.925676135|6099.567787|37.35947255|0.024142162|-300.0775025|1681.1762649999998|1.0|1.0|1.0|2.0|3.55|2.73|0.1|-7.33|4.0|131.36|1.36|109.69|4.0|29.0|-6.5|404.44|0.0|-4.66|2.34e-06|0.000947|2.18e-05|0.00883|3.2|0.0|0.0|4.67e-08|4.61|3.2949|-1652.635711|1077.19|0.4967|0.7013199999999999|-0.13345|5.9085|-0.1918|0.03623358|-1652.505041|8.8379|54.0|7.2676
4a_a49|0.0|0|0|0.0|1|1.343847746|2.085628989|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|0.036555556|1.713107022|-0.3631108529999999|10.92777282|0.018857363|1|1|0.000660956|-0.037142108|-0.060391347|2|0.7541604690000001|0.803344301|0.0063958109999999|0.032396301|0.731643066|-0.087863033|-57.79201133|-53.88810275|10.51443916|313.22432680000003|0.242956384|-0.0292876779999999|60.11195021|0.650301539|-35.44496163|68.37721704|0.4716382|2675.628678|464.3095353|1647.61849|15.01791558|0.8926425020000001|5950.370212|27.62211044|0.023624093|-184.3656985|1408.727632|1.0|1.0|1.0|2.0|3.35|2.89|0.22|-7.36|2.83|92.93|1.25|114.08|6.0|30.0|-7.52|399.45|0.0|-3.52|0.000528|211.0|0.000305|122.0|1.71|0.0|0.0|4.35e-08|3.34|3.7876|-1313.158118|1128.22|0.1935|0.68042|-0.1585099999999999|3.9716|-0.2231199999999999|0.04133192|-1312.98289|4.8706|32.0|7.4949
6_a15|0.0|0|0|0.0|0|1.419941278|0.0|-0.199979249|-0.00951284|0.0|-0.048804012|0.042926829|0.0|-0.513693384|10.95880677|-0.009025163|0|0|0.003942615|-0.195267558|-0.281352401|1|0.8511056929999999|0.691316481|0.0371776429999999|-0.015484797|0.810779115|-0.123000073|-41.14459066|-71.76572566|17.20414198|105.4415725|0.140691569|-0.0307500179999999|55.65697829|0.581974721|-24.00625743|88.94853813|0.3902945579999999|2454.904173|501.3728188|1971.005637|10.02135591|0.640136254|5589.043165|30.82854077|0.029449813|-95.65807914|1603.08412|1.0|1.0|1.0|1.0|3.29|4.03|0.23|-7.95|5.26|61.84|2.18|109.7|7.0|28.0|-5.33|380.44|1.0|-5.14|2.16e-06|0.000823|7.32e-06|0.00278|4.64|0.0|0.0|1.13e-08|3.94|3.7696|-1263.0072300000002|1092.02|0.2616|0.70554|-0.15714|1.3789|-0.18133|0.01711539|-1262.820532|1.9421|35.0|7.4559
3_a20 (SB-525334)|0.0|0|0|-0.08980269|0|1.183765089|0.0|-0.048050965|-0.005492814|4.727387819|-0.053897691|0.0526353279999999|1.728260385|-0.274640708|10.95053359|-0.119584218|1|1|0.0033523629999999|-0.169090412|-0.277724429|2|0.818922083|0.7186587|0.087932573|-0.17447922|0.7835436240000001|-0.0917096759999999|-34.52869143|-51.80299691|6.965173618|43.70154849|0.1243352319999999|-0.029269046|0.0|0.784910502|-19.50382741|58.45718743|0.457398769|2243.481559|494.6267525|1782.992456|10.9543133|0.8429740729999999|4905.195832|21.06338405|0.0117802769999999|-321.8682802|989.9790502999998|1.0|1.0|1.0|1.0|3.37|2.82|0.24|-8.39|4.69|67.35|1.69|104.59|3.0|26.0|-5.74|343.42|1.0|-4.73|1.42e-05|0.00489|1.88e-05|0.00647|3.74|0.0|0.0|4.07e-09|3.9|3.1728|-1086.56485|1030.31|367.0|0.70168|-0.13417|3.7291|-0.20131|0.02096048|-1086.383308|4.8164|162.0|6.7905
8_a27|0.0|0|0|0.0|1|1.406757715|1.7626247169999998|0.188762686|-0.008444078|4.59511985|-0.077396262|0.039673203|1.21499748|-0.329319041|10.93783465|0.067074515|1|1|0.004801929|-0.106814855|-0.187486926|2|0.6812785379999999|0.8000360390000001|0.141900468|0.11158995|0.64927069|-0.092265073|-37.50265703|-43.96130162|10.41179748|122.0597403|0.223615972|-0.035880862|61.18801154|0.751701834|-17.86879446|53.20197882|0.479730655|2132.9321670000004|369.9216992|989.0070768|9.642697094|0.92208134|4522.989286999999|22.74314225|0.019394143|-239.8554499|818.753121|0.0|0.0|0.0|1.0|2.79|2.28|0.06|-6.28|2.48|76.46|2.19|87.68|2.0|23.0|-6.73|303.32|1.0|-3.52|0.000586|178.0|0.000299|0.0907|2.0|0.0|0.0|5.2e-07|3.96|4.1276|-1004.489001|848.58|0.2336|0.64893|-0.16958|3.0415|-0.21973|0.02665292|-1004.432889|4.2899|6.0|8.2218
12bi_a36|0.0|0|0|0.0|0|1.297042566|0.0|-0.088734077|-0.00902707|5.351858133|-0.043740597|0.043854875|0.0|-0.559678363|10.95958518|0.041834838|1|1|0.002872872|-0.176729938|-0.289604649|1|0.884226781|0.812921349|0.0997949019999999|0.071329141|0.8350231859999999|-0.107613368|-57.89562053|-75.1419557|24.16125901|129.685076|0.214998882|-0.027831043|0.0|0.4996603229999999|-40.42611289999999|101.3899049|0.461975362|3044.149713|548.1337538|2660.0547690000003|15.71382803|0.85865094|6572.410403|38.89295091|0.037590587|0.474365004|2255.791153|0.0|0.0|1.0|2.0|4.97|0.0|0.21|-6.79|1.9|87.66|1.42|136.74|7.0|33.0|-7.13|441.49|0.0|-4.15|7.75e-05|0.0342|7.13e-05|0.0315|2.62|0.0|0.0|1.6100000000000005e-07|2.68|3.6851|-1461.966152|1256.37|0.4214|0.69207|-0.15078|7.0514|-0.2018|0.0318395999999999|-1461.75632|8.8903|14.0|7.8539
23_a10|0.0|0|0|0.0|1|1.34383709|2.140123457|-0.12979844|-0.00264793|5.4161004020000005|0.012558932|0.036666667|1.981673861|-0.17741132|10.92966139|-0.0253481679999999|1|1|0.010662507|-0.130679|-0.207994181|2|0.7338945809999999|0.754150918|-0.149057824|-0.043248272|0.706648116|-0.072395864|-35.17017083|-51.27837225|6.81095873|72.17779806|0.084791355|-0.02685653|53.00900704|0.7611996520000001|-24.91121732|60.76548004|0.485561757|3103.831885|648.2471057|1945.384475|17.02048484|0.943867925|7034.375112000001|24.9903188|0.013394095|-370.018179|1549.399766|1.0|1.0|1.0|0.0|3.8|4.13|0.21|-9.84|5.81|56.07|2.99|139.11|6.0|35.0|-5.93|461.56|0.0|-5.7|4.19e-06|0.00193|2e-06|0.000923|4.48|0.0|0.0|1.44e-10|3.9|3.8034|-1470.166163|1336.11|0.2089|0.67647|-0.15858|3.8115|-0.21158|0.02986448|-1469.902562|4.8954|0.75|6.1249
16i_a32|0.0|1|1|0.0|0|0.6094207429999999|0.0|0.175604846|-0.0146198339999999|5.733341277|-0.075706124|0.0439583329999999|2.078707411|-0.7748511779999999|10.31100265|0.006037736|3|3|-0.001202032|-0.120440534|-0.211019184|0|0.801401734|0.836966894|0.134577711|0.009897928|0.761506727|-0.114771536|-56.03343427|-75.01027196|14.59730623|90.08098301|0.198505292|-0.036726892|32.3175507|0.718964113|-36.62130242|88.80827938|0.455596751|2770.767996|523.8261846|3450.514629|12.57892808|0.836873682|6355.471589|33.38593207|0.021112022|-286.2130831|1669.296604|0.0|1.0|1.0|2.0|3.75|3.16|0.3|-7.4|4.85|149.27|1.34|116.75|8.0|29.0|-5.93|427.54|0.0|-5.09|9.25e-08|3.96e-05|8.18e-06|0.0035|4.19|0.0|0.0|4.01e-08|4.99|3.6176|-1995.279632|1175.51|0.2857|0.70222|-0.14976|3353.0|-0.2002|0.02810109|-1995.11813|4.0568|6.0|8.2596
4_a3|0.0|0|0|0.0|0|0.60501714|0.0|0.2122551539999999|-0.008561428|4.727387819|-0.161259999|0.035345345|1.882124381|-0.325334256|10.31162267|0.0248526079999999|1|1|-0.007022144|0.053425134|0.127253753|1|0.640351067|0.721302096|-0.028924747|0.041477445|0.628171026|-0.098695428|-52.4583525|-46.9200748|3.806447632|235.6982345|0.25946603|-0.039478171|77.51574252|0.866976271|-24.93884341|51.71950126|0.415852758|2142.972568|352.05186289999995|1548.626215|8.648209506|0.711897153|4885.093366|21.6476858|0.0100954959999999|-348.9230345|757.6690029|1.0|0.0|1.0|1.0|2.94|2.6|0.0|-7.53|5.17|80.04|3.07|92.65|2.0|23.0|-5.21|321.37|0.0|-5.09|2.02e-06|0.00065|8.22e-06|0.00264|4.3|0.0|0.0|2.950000000000001e-08|3.53|3.4771|-1355.303098|858.45|0.1776|0.6896|-0.14983|2.3542|-0.20826|0.02921941|-1355.239905|3.1409|1259.0|5.9
16_a20|0.0|0|0|0.0|0|1.401259527|0.0|-0.014660441|-0.004705049|4.727387819|0.00695144|0.0388043479999999|2.013871268|-0.254072625|10.93301779|-0.062750442|1|1|0.001157852|-0.070208458|-0.117308016|2|0.7582110409999999|0.7478675859999999|-0.085041518|-0.10978034|0.724665638|-0.077793092|-43.51359744|-51.18223058|7.634605066000001|69.28224942|0.084994428|-0.029561375|3.46788153|0.780108103|-28.6288015|60.02453683|0.464473378|2722.728332|602.0075202|2161.751186|15.24926152|0.8673208|5896.394536|24.9314775|0.013439632|-368.5817657|1246.573875|1.0|1.0|1.0|1.0|3.5|3.13|0.08|-10.52|5.46|78.25|2.2|121.69|4.0|31.0|-5.42|401.46|0.0|-5.66|8.68e-07|0.000349|2.17e-06|0.0008699999999999|4.69|0.0|0.0|3.0500000000000005e-11|4.45|3.5704|-1275.8670960000002|1174.61|0.3431|0.69524|-0.1481299999999999|4.7315|-0.20722|0.03385502|-1275.6960869999998|6.5609|26.0|7585.0
9_a4|0.0|0|0|0.0|1|1.300485838|2.130445484|-0.211556011|-0.00136737|5.4161004020000005|0.016639331|0.040449735|2.137757657|-0.064266379|10.92992723|-0.0454860859999999|1|1|0.009731833|-0.0475186259999999|-0.076824065|2|0.625717993|0.801082857|-0.151437311|-0.072130166|0.58669472|-0.069566741|-28.63837014|-37.85762102|4.918284148|13.6577411|0.062897208|-0.025885299|45.21212204|0.792890434|-15.58475436|43.71760622|0.43745176|2359.945586|509.9632679|2012.840082|10.21134541|0.777625327|5387.230364999999|17.76608225|0.010768243|-318.7769026|763.9415367|0.0|1.0|1.0|0.0|3.18|3.37|0.19|-8.16|5.07|43.6|3.15|105.09|2.0|26.0|-5.56|360.84|1.0|-5.15|1.73e-05|0.0062299999999999|7.06e-06|0.00255|4.14|0.0|0.0|6.9e-09|3.87|4.0137|-1489.533032|999.93|0.1217|0.6464|-0.16948|4.4343|-0.22204|0.02116575|-1489.41872|5.4739|48.0|7.3188
11_a3|0.0|0|0|0.0|0|0.605020608|0.0|0.119431379|-0.01008647|4.727387819|-0.127546771|0.042795699|1.710245969|-0.363112913|10.31163053|-0.023103765|1|1|-0.005959152|-0.0495219879999999|-0.0947326669999999|3|0.8947911009999999|0.724492061|0.132535663|-0.04179402|0.834020779|-0.099420732|-45.19136777|-47.02715152|6.800350988|253.1353625|0.222196952|-0.0391657429999999|80.34769756|0.752484736|-21.37603754|57.08178682|0.4680759679999999|2097.896727|367.9098016|1105.41974|10.29352296|0.8799677029999999|4487.967272999999|24.61956593|0.021256639|-238.8563772|812.4456757999999|1.0|1.0|1.0|1.0|3.19|2.07|0.0|-6.51|3.41|105.82|0.8|88.28|2.0|22.0|-6.59|305.36|0.0|-3.71|8.37e-05|0.0256|0.000197|0.0601|2.22|0.0|0.0|3.06e-07|2.12|3.2232|-1288.165162|834.82|0.4441|0.6966600000000001|-0.13118|3.3694|-0.20018|0.02994326|-1288.10577|4.4522|0.04|7.3979
1h_a5|0.0|0|0|0.0|0|1.427564094|0.0|-0.259241577|-0.001978474|4.59511985|-0.009075016|0.026339869|0.0|-0.085074391|10.94466758|-0.044117647|1|1|0.007357977|0.034752304|0.0578378779999999|2|0.71274658|0.780175595|0.070628165|-0.082079343|0.6977404359999999|-0.069496749|-35.25675213|-36.2462047|4.588992214|160.0744187|0.119359774|-0.027798699|0.484419999|0.7450549759999999|-18.38824808|44.51475742|0.489507204|2107.271793|459.3001331|819.6979313999999|13.14687756|0.958891501|4334.547353|19.45961351|0.01585373|-255.618083|778.3845404|1.0|0.0|1.0|1.0|2.8|2.07|0.05|-8.41|4.51|54.46|2.13|95.45|3.0|24.0|-5.77|312.37|1.0|-4.45|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|0.0111|3.43|0.0|0.0|3.87e-09|3.17|4.3651|-990.6032645|934.7|0.3333|0.57155|-0.17797|2.2396|-0.21921|0.031392033|-990.523098|3.3752|28.0|7.5528
12bb_a36|0.0|0|0|0.0|0|1.29704416|0.0|-0.07834963|-0.008239316|5.351858133|-0.117921811|0.04625323|0.0|-0.444923056|10.96022185|-0.027636036|1|1|-0.004358975|-0.098027247|-0.250781298|1|0.653741315|0.836170906|0.0534307559999999|-0.045186455|0.632625562|-0.114330726|-58.19935506|-73.39466247|14.16769093|88.91215764|0.311151789|-0.038872447|0.0|0.719294078|-37.36110291|88.14984373|0.4808928389999999|2902.055617|442.2064275|2458.790147|15.13083401|0.926384521|6285.088971|34.69260487|0.022984922|-281.5518699|1734.6302440000002|0.0|0.0|0.0|2.0|4.72|0.0|0.14|-7.12|3.0|69.2|2.78|123.67|5.0|31.0|-6.8|417.41|1.0|-4.32|0.000102|0.0424|4.81e-05|0.0201|2.88|0.0|0.0|7.599999999999999e-08|3.66|3.8001|-1431.374881|1120.72|0.4172|688.0|-0.15507|6251.0|-0.21175|0.03421884|-1431.238418|8657.0|0.01|8.0
